user,sample,actual_class,elapsed_time,dqn_predicted_class,ddqn_predicted_class,post_dqn_predicted_class,post_ddqn_predicted_class,dqn_classification,ddqn_classification,post_dqn_classification,post_ddqn_classification,dqn_recognition,ddqn_recognition,post_dqn_recognition,post_ddqn_recognition,dqn_overlapping_factor,ddqn_overlapping_factor,post_dqn_overlapping_factor,post_ddqn_overlapping_factor
1,59,open,1.1277375,open,open,open,open,1,1,1,1,1,1,1,1,0.385214007782101,0.357400722021661,0.385214007782101,0.357400722021661
1,33,fist,0.8428333,fist,fist,fist,fist,1,1,1,1,0,1,1,1,NaN,0.321138211382114,0.447368421052632,0.321138211382114
1,57,open,0.7820971,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.563829787234043,0.326446280991736
1,17,noGesture,0.7547606,noGesture,open,noGesture,open,1,0,1,0,1,0,1,0,NaN,NaN,NaN,NaN
1,40,fist,0.827428,fist,fist,fist,fist,1,1,1,1,1,0,1,0,0.293103448275862,NaN,0.293103448275862,NaN
1,5,noGesture,0.8130687,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,72,open,0.8351529,open,open,open,open,1,1,1,1,1,0,1,1,0.459405940594059,NaN,0.459405940594059,0.459405940594059
1,120,waveIn,0.735493,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,0,0,NaN,NaN,0.228893058161351,0.228893058161351
1,91,pinch,0.7467187,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.48714069591528,0.389694041867955
1,94,pinch,0.7265346,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.525790349417637,0.492979719188768
1,41,fist,0.7351616,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.315789473684211,0.338028169014085
1,42,fist,0.7327413,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.504258943781942,0.593301435406699
1,83,pinch,0.7035717,pinch,pinch,pinch,pinch,1,1,1,1,1,0,1,1,0.469860896445131,NaN,0.469135802469136,0.469135802469136
1,95,pinch,0.754964,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,0,NaN,NaN,0.449056603773585,NaN
1,113,waveIn,0.7564283,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.533333333333333,0.443828016643551
1,54,open,0.7349673,open,open,open,open,1,1,1,1,0,0,1,0,NaN,NaN,0.515151515151515,NaN
1,145,waveOut,0.7349153,waveOut,waveOut,waveOut,waveOut,1,1,1,1,1,1,1,1,0.608108108108108,0.439393939393939,0.608108108108108,0.439393939393939
1,62,open,0.7380239,open,open,open,open,1,1,1,1,0,0,1,0,NaN,NaN,0.32,NaN
1,86,pinch,0.7298305,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.496263079222721,0.496263079222721
1,144,waveOut,0.7650299,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.669527896995708,0.544600938967136
1,71,open,0.7484479,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.379928315412186,0.379928315412186
1,92,pinch,0.7890134,pinch,pinch,pinch,pinch,1,1,1,1,1,0,1,1,0.461538461538462,NaN,0.461538461538462,0.433179723502304
1,11,noGesture,0.7557058,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,129,waveOut,0.7192778,waveOut,waveOut,waveOut,waveOut,1,1,1,1,1,0,1,1,0.632627646326276,NaN,0.632627646326276,0.394110985277463
1,66,open,0.722378,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.388535031847134,0.388535031847134
1,136,waveOut,0.7662933,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN
1,52,open,0.73759,open,open,open,open,1,1,1,1,0,1,1,1,NaN,0.415357766143106,0.415357766143106,0.415357766143106
1,34,fist,0.7068187,waveIn,fist,waveIn,fist,0,1,0,1,0,0,0,1,NaN,NaN,NaN,0.384479717813051
1,75,open,0.734682,open,open,open,open,1,1,1,1,0,1,1,1,NaN,0.290018832391714,0.440677966101695,0.290018832391714
1,99,pinch,0.7500257,pinch,pinch,pinch,pinch,1,1,1,1,1,0,1,1,0.43010752688172,NaN,0.43010752688172,0.43010752688172
1,10,noGesture,0.7100843,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,117,waveIn,0.6948071,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,1,1,1,0.484848484848485,0.454258675078864,0.484848484848485,0.454258675078864
1,18,noGesture,0.7096872,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,134,waveOut,0.7404624,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.660357518401682,0.413098236775819
1,24,noGesture,0.7200296,noGesture,waveIn,noGesture,noGesture,1,0,1,1,1,0,1,1,NaN,NaN,NaN,NaN
1,147,waveOut,0.8002724,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.416510318949343,0.526799387442573
1,115,waveIn,0.6511446,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,1,1,1,NaN,0.284569138276553,0.383419689119171,0.284569138276553
1,55,open,0.712429,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.450946643717728,0.33641404805915
1,88,pinch,0.7236565,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,0,NaN,NaN,0.523676880222841,NaN
1,60,open,0.70362,open,open,open,open,1,1,1,1,0,0,1,0,NaN,NaN,0.369602763385147,0.24860853432282
1,14,noGesture,0.799558,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,25,noGesture,0.8281169,noGesture,waveIn,noGesture,noGesture,1,0,1,1,1,0,1,1,NaN,NaN,NaN,NaN
1,6,noGesture,0.8667899,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,15,noGesture,0.9182719,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,38,fist,0.8291257,fist,fist,fist,fist,1,1,1,1,1,0,1,1,0.29277566539924,NaN,0.29277566539924,0.518151815181518
1,67,open,0.8141777,open,open,open,open,1,1,1,1,0,1,1,1,NaN,0.332179930795848,0.440129449838188,0.332179930795848
1,48,fist,0.7161864,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.518409425625921,0.42566510172144
1,97,pinch,0.6519352,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.408817635270541,0.526901669758813
1,16,noGesture,0.6725941,noGesture,open,noGesture,noGesture,1,0,1,1,1,0,1,1,NaN,NaN,NaN,NaN
