user,sample,actual_class,elapsed_time,dqn_predicted_class,ddqn_predicted_class,post_dqn_predicted_class,post_ddqn_predicted_class,dqn_classification,ddqn_classification,post_dqn_classification,post_ddqn_classification,dqn_recognition,ddqn_recognition,post_dqn_recognition,post_ddqn_recognition,dqn_overlapping_factor,ddqn_overlapping_factor,post_dqn_overlapping_factor,post_ddqn_overlapping_factor
12,116,waveIn,1.9076146,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,1,1,1,0.489795918367347,0.489795918367347,0.489795918367347,0.489795918367347
30,53,pinch,1.0456759,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.370607028753994,0.370607028753994
41,88,waveIn,1.1027127,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.538975501113586,0.538975501113586
39,19,noGesture,1.0653856,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
29,76,open,1.0512158,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.579124579124579,0.579124579124579
67,92,fist,1.3360848,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.378125,0.378125
59,22,noGesture,1.2271829,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
29,67,waveOut,1.1997701,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.564044943820225,0.564044943820225
61,96,pinch,1.125652,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.58679706601467,0.58679706601467
16,53,pinch,1.0334437,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.435413642960813,0.435413642960813,0.434782608695652,0.434782608695652
68,81,fist,1.069511,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.407830342577488,0.407830342577488
53,115,waveIn,1.0166612,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.52387448840382,0.52387448840382
33,30,waveOut,0.924197,waveOut,waveOut,waveOut,waveOut,1,1,1,1,1,1,1,1,0.520625889046942,0.520625889046942,0.520625889046942,0.520625889046942
35,55,pinch,0.8778161,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.450885668276973,0.450885668276973
4,119,waveIn,0.8804778,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,1,1,1,0.619952494061758,0.619952494061758,0.591815320041973,0.591815320041973
60,97,open,0.8543427,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.389438943894389,0.389438943894389
9,7,noGesture,1.0304419,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
26,57,pinch,1.0637545,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.393835616438356,0.393835616438356,0.393835616438356,0.393835616438356
9,4,noGesture,1.1069563,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
20,87,fist,1.090322,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.426098535286285,0.426098535286285
21,141,open,1.0928249,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.570737605804111,0.570737605804111
19,25,noGesture,1.0238099,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
56,70,pinch,0.9883091,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.430884184308842,0.430884184308842
21,129,open,0.9707033,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.489683631361761,0.489683631361761
28,134,waveIn,0.9204796,fist,fist,fist,fist,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
8,52,pinch,1.0292701,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.466757123473541,0.466757123473541
37,104,waveOut,1.062898,waveOut,waveOut,waveOut,waveOut,1,1,1,1,1,1,1,1,0.414239482200647,0.414239482200647,0.414239482200647,0.414239482200647
22,34,waveOut,1.1021958,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.538987688098495,0.538987688098495
31,96,pinch,1.2999788,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.496875,0.496875
42,105,waveOut,1.0764219,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.632719393282774,0.632719393282774
56,97,fist,1.1032251,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.658922914466737,0.658922914466737
52,141,open,1.2389676,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.670157068062827,0.670157068062827
1,84,pinch,1.1633781,pinch,pinch,pinch,pinch,1,1,1,1,0,1,1,1,NaN,0.492220650636492,0.492220650636492,0.492220650636492
66,60,pinch,1.0864984,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.47008547008547,0.47008547008547
68,106,waveIn,1.0547955,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.407960199004975,0.407960199004975
19,76,pinch,1.1283802,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.433908045977011,0.433908045977011
44,46,pinch,1.0680461,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.579088471849866,0.579088471849866
48,75,open,1.1060693,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.415781487101669,0.415781487101669
64,127,open,1.045645,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.692543411644535,0.692543411644535
36,56,waveOut,1.0455509,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.555844155844156,0.528395061728395
4,62,pinch,1.2401326,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.582658959537572,0.582658959537572
52,116,waveIn,1.1181067,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.610206297502714,0.610206297502714
57,102,waveIn,1.2131162,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.467605633802817,0.467605633802817
50,52,pinch,1.2663473,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.61557478368356,0.61557478368356
16,132,open,1.147885,open,open,open,open,1,1,1,1,1,1,1,1,0.309719934102142,0.309719934102142,0.309210526315789,0.309210526315789
63,105,waveIn,1.2475785,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,1,1,1,0.424920127795527,0.424920127795527,0.424920127795527,0.424920127795527
42,32,fist,1.0547021,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.630676949443016,0.630676949443016
52,131,open,1.1421711,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.508951406649616,0.508951406649616
63,51,pinch,1.0860042,pinch,pinch,pinch,pinch,1,1,1,1,0,0,1,1,NaN,NaN,0.617743702081051,0.617743702081051
14,109,waveIn,1.0376817,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.427509293680297,0.427509293680297
28,64,open,1.0650045,open,open,open,open,1,1,1,1,1,1,1,1,0.281967213114754,0.281967213114754,0.281967213114754,0.281967213114754
