user,sample,actual_class,elapsed_time,dqn_predicted_class,ddqn_predicted_class,post_dqn_predicted_class,post_ddqn_predicted_class,dqn_classification,ddqn_classification,post_dqn_classification,post_ddqn_classification,dqn_recognition,ddqn_recognition,post_dqn_recognition,post_ddqn_recognition,dqn_overlapping_factor,ddqn_overlapping_factor,post_dqn_overlapping_factor,post_ddqn_overlapping_factor
1,73,open,1.0776085,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.342657342657343,0.342657342657343
1,139,waveOut,0.8332483,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,0,1,NaN,NaN,NaN,0.419601837672282
1,20,noGesture,0.7439383,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,9,noGesture,0.7474309,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,30,fist,0.7832205,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.317241379310345,0.317241379310345
1,102,waveIn,0.8005324,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.311336717428088,0.291600633914422
1,66,open,0.8149589,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.414965986394558,0.388535031847134
1,135,waveOut,0.7576309,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.618721461187215,0.618721461187215
1,1,noGesture,0.6720016,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,81,pinch,0.6853784,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.572327044025157,0.572327044025157,0.572327044025157,0.572327044025157
1,138,waveOut,0.7836603,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,1,0,1,NaN,0.53448275862069,NaN,0.475551294343241
1,39,fist,0.7225484,fist,fist,fist,fist,1,1,1,1,0,1,1,1,NaN,0.425465838509317,0.358638743455497,0.425465838509317
1,147,waveOut,0.652636,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.416510318949343,0.416510318949343
1,37,fist,0.6539543,fist,fist,fist,fist,1,1,1,1,0,1,1,1,NaN,0.281449893390192,0.281449893390192,0.281449893390192
1,25,noGesture,0.7200512,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,87,pinch,0.7477188,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.484276729559748,0.484276729559748,0.484276729559748,0.484276729559748
1,70,open,0.7122601,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.347048300536673,0.347048300536673
1,114,waveIn,0.6595438,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,1,NaN,NaN,0.357894736842105,0.465573770491803
1,105,waveIn,0.729789,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,0,1,1,0.292063492063492,NaN,0.292063492063492,0.394029850746269
1,34,fist,0.7425383,fist,fist,fist,fist,1,1,1,1,0,0,0,1,NaN,NaN,NaN,0.384479717813051
1,2,noGesture,0.7297052,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,80,pinch,0.7964653,pinch,pinch,pinch,pinch,1,1,1,1,1,0,1,1,0.411042944785276,NaN,0.411042944785276,0.411042944785276
1,133,waveOut,0.7498613,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.661733615221987,0.467312348668281
1,23,noGesture,0.7139491,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,109,waveIn,0.688987,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,1,1,1,NaN,0.344827586206897,0.344827586206897,0.344827586206897
1,18,noGesture,0.6984359,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,53,open,0.8090694,open,open,open,open,1,1,1,1,1,1,1,1,0.309751434034417,0.309751434034417,0.309751434034417,0.309751434034417
1,21,noGesture,0.7010507,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
