user,sample,actual_class,elapsed_time,dqn_predicted_class,ddqn_predicted_class,post_dqn_predicted_class,post_ddqn_predicted_class,dqn_classification,ddqn_classification,post_dqn_classification,post_ddqn_classification,dqn_recognition,ddqn_recognition,post_dqn_recognition,post_ddqn_recognition,dqn_overlapping_factor,ddqn_overlapping_factor,post_dqn_overlapping_factor,post_ddqn_overlapping_factor
1,149,waveOut,1.1894583,waveOut,waveOut,waveOut,waveOut,1,1,1,1,0,0,1,1,NaN,NaN,0.430678466076696,0.430678466076696
1,71,open,0.7916469,pinch,open,pinch,open,0,1,0,1,0,0,0,1,NaN,NaN,NaN,0.379928315412186
1,88,pinch,0.7729236,pinch,pinch,pinch,pinch,1,1,1,1,1,0,1,1,0.523676880222841,NaN,0.523676880222841,0.523676880222841
1,70,open,0.8454103,open,open,open,open,1,1,1,1,0,0,1,0,NaN,NaN,0.347048300536673,NaN
1,40,fist,0.7926904,fist,fist,fist,fist,1,1,1,1,0,0,1,1,NaN,NaN,0.293103448275862,0.544117647058823
1,62,open,0.7964825,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.32,0.542148760330578
1,41,fist,0.7850847,fist,fist,fist,fist,1,1,1,1,1,1,1,1,0.419753086419753,0.511627906976744,0.419753086419753,0.511627906976744
1,79,pinch,0.7139224,pinch,pinch,pinch,pinch,1,1,1,1,0,0,0,0,NaN,NaN,NaN,NaN
1,109,waveIn,0.7476612,waveIn,waveIn,waveIn,waveIn,1,1,1,1,1,1,1,1,0.344827586206897,0.431893687707641,0.344827586206897,0.431893687707641
1,60,open,0.7313592,open,open,open,open,1,1,1,1,0,1,1,1,NaN,0.268537074148297,0.369602763385147,0.268537074148297
1,93,pinch,0.7874962,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.50297619047619,0.50297619047619,0.50297619047619,0.50297619047619
1,92,pinch,0.7494132,pinch,pinch,pinch,pinch,1,1,1,1,1,1,1,1,0.433179723502304,0.433179723502304,0.433179723502304,0.433179723502304
1,119,waveIn,0.6654752,waveIn,waveIn,waveIn,waveIn,1,1,1,1,0,0,1,0,NaN,NaN,0.35626102292769,NaN
1,6,noGesture,0.7160774,noGesture,waveOut,noGesture,waveOut,1,0,1,0,1,0,1,0,NaN,NaN,NaN,NaN
1,58,open,0.7497114,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.4234404536862,0.294478527607362
1,44,fist,0.7102359,fist,fist,fist,fist,1,1,1,1,0,0,0,1,NaN,NaN,NaN,0.548323471400395
1,15,noGesture,0.7354294,noGesture,noGesture,noGesture,noGesture,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN
1,56,open,0.7102077,open,open,open,open,1,1,1,1,0,0,1,1,NaN,NaN,0.389655172413793,0.389655172413793
